"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0U940","2020-02-28 11:00:00","25.000","30.000","0.400","20.000","0.990","1017.900","","3.000","-99.000","-99.000","-99.000","20.200","","17.000",""
"C0S970","2020-02-28 11:00:00","19.000","75.000","3.700","24.200","0.690","1017.500","","0.000","-99.000","-99.000","-99.000","24.200","","20.200",""
"C0V260","2020-02-28 11:00:00","126.000","203.000","1.900","27.500","0.550","1004.200","","0.000","-99.000","-99.000","-99.000","27.600","","18.700",""
"C0H990","2020-02-28 11:00:00","3076.000","190.000","4.100","9.000","0.620","708.500","","0.000","-99.000","-99.000","-99.000","9.200","","1.400",""
"C0F9K0","2020-02-28 11:00:00","30.000","11.000","2.800","20.200","0.890","1014.900","","0.000","-99.000","-99.000","-99.000","21.600","","18.300",""
"C0AH90","2020-02-28 11:00:00","660.000","93.000","0.800","19.100","0.940","947.200","","1.000","-99.000","-99.000","-99.000","19.100","","14.500",""
"C0W150","2020-02-28 11:00:00","42.000","50.000","2.500","20.400","0.640","1016.300","","0.000","-99.000","-99.000","-99.000","20.400","","16.700",""
"C0K410","2020-02-28 11:00:00","20.000","303.000","1.600","24.200","0.660","1015.900","","0.000","-99.000","-99.000","-99.000","24.200","","17.400",""
"C0R140","2020-02-28 11:00:00","740.000","340.000","1.800","20.700","0.780","937.800","","0.000","-99.000","-99.000","-99.000","20.700","","15.400",""
"C0V800","2020-02-28 11:00:00","256.000","177.000","0.600","26.200","0.600","987.700","","0.000","-99.000","-99.000","-99.000","26.200","","18.500",""
"C0S830","2020-02-28 11:00:00","288.000","136.000","1.900","28.200","0.590","988.400","","0.000","-99.000","-99.000","-99.000","28.900","","18.200",""
"C0S920","2020-02-28 11:00:00","98.000","122.000","1.200","25.900","0.610","1003.600","","0.000","-99.000","-99.000","-99.000","26.500","","18.700",""
"C0V640","2020-02-28 11:00:00","35.000","35.000","1.600","25.800","0.660","1014.800","","0.000","-99.000","-99.000","-99.000","25.800","","19.200",""
"C0AH80","2020-02-28 11:00:00","68.000","153.000","0.500","24.700","0.710","1010.200","","0.000","-99.000","-99.000","-99.000","24.700","","18.600",""
"C0K250","2020-02-28 11:00:00","12.000","321.000","0.400","24.900","0.670","1017.900","","0.000","-99.000","-99.000","-99.000","26.200","","15.400",""
"C0R840","2020-02-28 11:00:00","536.000","70.000","2.600","21.700","-99.000","958.600","","0.000","-99.000","-99.000","-99.000","21.700","","16.700",""
"C0I410","2020-02-28 11:00:00","180.000","245.000","1.400","24.800","0.640","997.800","","0.000","-99.000","-99.000","-99.000","24.800","","17.500",""
"C0M410","2020-02-28 11:00:00","245.000","171.000","1.600","27.600","0.520","986.600","","0.000","-99.000","-99.000","-99.000","27.600","","17.000",""
"C0F9Z0","2020-02-28 11:00:00","3193.000","21.000","1.100","9.500","0.530","698.700","","0.000","-99.000","-99.000","-99.000","9.500","","1.600",""
"C0G810","2020-02-28 11:00:00","26.000","258.000","2.000","25.400","0.650","1015.700","","0.000","-99.000","-99.000","-99.000","25.400","","18.700",""
"C0U650","2020-02-28 11:00:00","442.000","99.000","1.900","22.000","0.810","969.400","","0.000","-99.000","-99.000","-99.000","22.100","","15.600",""
"C0D660","2020-02-28 11:00:00","65.000","313.000","1.300","21.100","0.830","1011.900","","0.000","-99.000","-99.000","-99.000","22.200","","18.300",""
"C0E540","2020-02-28 11:00:00","32.000","360.000","2.900","20.400","0.860","1016.500","","0.000","-99.000","-99.000","-99.000","23.400","","18.200",""
"C0W170","2020-02-28 11:00:00","42.000","1.000","4.300","14.000","0.770","1015.000","","0.000","-99.000","-99.000","-99.000","14.000","","12.100",""
"C0Z150","2020-02-28 11:00:00","27.000","119.000","3.800","23.500","0.740","1016.900","","0.000","-99.000","-99.000","-99.000","24.400","","16.900",""
"C0S840","2020-02-28 11:00:00","22.000","50.000","2.200","25.000","0.730","1019.100","","0.000","-99.000","-99.000","-99.000","25.300","","19.400",""
"C0H9A0","2020-02-28 11:00:00","1595.000","95.000","2.300","20.400","0.460","850.000","","0.000","-99.000","-99.000","-99.000","21.300","","10.800",""
"C0Z300","2020-02-28 11:00:00","182.000","360.000","1.200","24.800","0.630","999.500","","0.000","-99.000","-99.000","-99.000","24.800","","15.800",""
"C0G730","2020-02-28 11:00:00","27.000","329.000","1.700","23.100","0.760","1016.900","","0.000","-99.000","-99.000","-99.000","23.800","","17.500",""
"C0V730","2020-02-28 11:00:00","33.000","136.000","0.900","26.700","0.600","1015.300","","0.000","-99.000","-99.000","-99.000","26.700","","20.100",""
"C0SA00","2020-02-28 11:00:00","466.000","121.000","2.200","24.300","0.690","966.500","","0.000","-99.000","-99.000","-99.000","24.300","","15.800",""
"C0S900","2020-02-28 11:00:00","27.000","101.000","2.600","25.600","0.710","1017.200","","0.000","-99.000","-99.000","-99.000","25.600","","22.600",""
"C0C480","2020-02-28 11:00:00","105.000","0.000","0.000","24.700","0.620","1006.800","","0.000","-99.000","-99.000","-99.000","24.700","","18.700",""
"C0V720","2020-02-28 11:00:00","15.000","250.000","2.100","25.800","0.670","1017.100","","0.000","-99.000","-99.000","-99.000","25.800","","21.300",""
"C0UA60","2020-02-28 11:00:00","566.000","179.000","2.300","19.200","0.950","954.800","","11.000","-99.000","-99.000","-99.000","20.300","","15.300",""
"C0A980","2020-02-28 11:00:00","11.000","325.000","1.900","23.000","0.770","1018.500","","0.000","-99.000","-99.000","-99.000","26.300","","19.500",""
"C0C670","2020-02-28 11:00:00","250.000","246.000","1.700","22.600","0.660","990.600","","0.000","-99.000","-99.000","-99.000","22.900","","17.000",""
"C0K550","2020-02-28 11:00:00","15.000","327.000","2.700","23.800","0.710","1017.600","","0.000","-99.000","-99.000","-99.000","24.400","","17.600",""
"C0R350","2020-02-28 11:00:00","35.000","82.000","4.500","26.300","0.710","1015.000","","0.000","-99.000","-99.000","-99.000","26.600","","21.900",""
"C0T9F0","2020-02-28 11:00:00","251.000","132.000","0.800","26.100","0.680","990.800","","0.000","-99.000","-99.000","-99.000","26.100","","16.900",""
"C0D390","2020-02-28 11:00:00","146.000","0.000","0.200","23.200","0.690","1000.700","","0.000","-99.000","-99.000","-99.000","23.800","","16.700",""
"C0E430","2020-02-28 11:00:00","258.000","350.000","1.000","21.600","0.750","993.000","","0.000","-99.000","-99.000","-99.000","21.600","","13.700",""
"C0O990","2020-02-28 11:00:00","18.000","338.000","1.100","26.200","0.640","1016.500","","0.000","-99.000","-99.000","-99.000","26.200","","17.500",""
"CM0010","2020-02-28 11:00:00","68.000","38.000","1.500","24.000","0.680","1011.500","","0.000","-99.000","-99.000","-99.000","24.000","","18.700",""
"C0K500","2020-02-28 11:00:00","12.000","323.000","1.300","24.300","0.670","1016.600","","0.000","-99.000","-99.000","-99.000","24.300","","17.400",""
"C0X260","2020-02-28 11:00:00","39.000","312.000","0.800","24.400","0.690","1015.000","","0.000","-99.000","-99.000","-99.000","24.400","","17.700",""
"C0ACA0","2020-02-28 11:00:00","25.000","254.000","0.600","24.900","0.620","1014.900","","0.000","-99.000","-99.000","-99.000","24.900","","19.100",""
"C0X180","2020-02-28 11:00:00","62.000","282.000","2.100","25.000","0.690","1011.300","","0.000","-99.000","-99.000","-99.000","25.000","","17.600",""
"C0F930","2020-02-28 11:00:00","100.000","348.000","0.800","20.900","0.900","1007.600","","0.000","-99.000","-99.000","-99.000","22.400","","17.300",""
"C0I010","2020-02-28 11:00:00","1562.000","284.000","1.900","17.700","0.500","852.400","","0.000","-99.000","-99.000","-99.000","19.400","","12.200",""
"C0R190","2020-02-28 11:00:00","32.000","302.000","1.700","26.200","0.680","1014.200","","0.000","-99.000","-99.000","-99.000","26.200","","20.100",""
"C0E420","2020-02-28 11:00:00","19.000","1.000","3.000","20.100","0.860","1015.600","","0.000","-99.000","-99.000","-99.000","21.600","","18.100",""
"C0W160","2020-02-28 11:00:00","49.000","20.000","5.300","15.700","0.800","1012.300","","0.000","-99.000","-99.000","-99.000","15.800","","13.300",""
"C0I460","2020-02-28 11:00:00","110.000","290.000","2.000","24.800","0.640","1006.500","","0.000","-99.000","-99.000","-99.000","25.200","","18.200",""
"C0A9F0","2020-02-28 11:00:00","35.000","0.000","0.100","25.000","0.710","1015.200","","0.000","-99.000","-99.000","-99.000","25.200","","19.600",""
"C0F9A0","2020-02-28 11:00:00","425.000","319.000","1.400","23.400","0.670","970.800","","0.000","-99.000","-99.000","-99.000","24.800","","16.700",""
"C0O950","2020-02-28 11:00:00","4.000","335.000","2.900","25.200","0.670","1017.500","","0.000","-99.000","-99.000","-99.000","25.400","","17.900",""
"C0M760","2020-02-28 11:00:00","40.000","257.000","1.200","23.900","0.680","1014.700","","0.000","-99.000","-99.000","-99.000","23.900","","18.100",""
"C0AH70","2020-02-28 11:00:00","34.000","285.000","1.600","24.400","0.630","1015.400","","0.000","-99.000","-99.000","-99.000","24.700","","19.500",""
"C0V250","2020-02-28 11:00:00","298.000","181.000","1.400","28.800","0.460","984.100","","0.000","-99.000","-99.000","-99.000","28.800","","18.400",""
"C0U980","2020-02-28 11:00:00","573.000","124.000","2.300","17.400","1.000","955.800","","10.500","-99.000","-99.000","-99.000","17.400","","15.900",""
"C0S740","2020-02-28 11:00:00","289.000","185.000","1.300","24.000","0.610","987.700","","0.000","-99.000","-99.000","-99.000","24.000","","14.400",""
"C0A940","2020-02-28 11:00:00","49.000","100.000","0.700","22.100","0.910","1013.900","","1.500","-99.000","-99.000","-99.000","22.200","","18.100",""
"C0A920","2020-02-28 11:00:00","196.000","294.000","1.100","20.600","0.900","995.700","","4.500","-99.000","-99.000","-99.000","21.800","","17.700",""
"C0T870","2020-02-28 11:00:00","135.000","145.000","0.600","25.000","0.590","1003.700","","0.000","-99.000","-99.000","-99.000","25.200","","13.900",""
"C0O930","2020-02-28 11:00:00","69.000","289.000","0.400","27.800","0.640","1011.800","","0.000","-99.000","-99.000","-99.000","27.900","","17.300",""
"C0AI40","2020-02-28 11:00:00","37.000","286.000","1.800","22.900","0.740","1015.100","","0.000","-99.000","-99.000","-99.000","24.500","","20.700",""
"C0C460","2020-02-28 11:00:00","482.000","0.000","0.200","22.000","0.680","965.000","","0.000","-99.000","-99.000","-99.000","22.000","","13.500",""
"C0E520","2020-02-28 11:00:00","320.000","210.000","1.500","25.200","0.650","983.300","","0.000","-99.000","-99.000","-99.000","25.400","","14.900",""
"C0T9D0","2020-02-28 11:00:00","7.000","96.000","1.100","25.600","0.730","1019.600","","0.500","-99.000","-99.000","-99.000","25.600","","17.800",""
"C0I390","2020-02-28 11:00:00","1184.000","255.000","1.700","20.000","0.430","890.300","","0.000","-99.000","-99.000","-99.000","20.200","","10.900",""
"C0B020","2020-02-28 11:00:00","86.000","92.000","4.100","21.900","0.830","1007.700","","0.000","-99.000","-99.000","-99.000","22.500","","18.900",""
"CM0170","2020-02-28 11:00:00","106.000","238.000","3.000","23.200","0.740","1007.800","","0.000","-99.000","-99.000","-99.000","23.200","","16.200",""
"C0F860","2020-02-28 11:00:00","2215.000","223.000","1.000","16.300","0.430","784.400","","0.000","-99.000","-99.000","-99.000","16.300","","5.500",""
"C0U890","2020-02-28 11:00:00","116.000","95.000","2.100","21.200","0.990","1007.300","","0.000","-99.000","-99.000","-99.000","21.400","","17.000",""
"C0G800","2020-02-28 11:00:00","15.000","354.000","3.000","23.600","0.780","1017.400","","0.000","-99.000","-99.000","-99.000","24.300","","17.900",""
"C0F850","2020-02-28 11:00:00","379.000","213.000","1.600","24.000","0.600","975.100","","0.000","-99.000","-99.000","-99.000","24.100","","15.300",""
"C0AH50","2020-02-28 11:00:00","275.000","308.000","0.500","22.500","0.710","987.400","","0.000","-99.000","-99.000","-99.000","23.100","","18.000",""
"C0Z160","2020-02-28 11:00:00","124.000","125.000","0.700","25.200","0.570","1006.100","","0.000","-99.000","-99.000","-99.000","25.200","","15.700",""
"C0R540","2020-02-28 11:00:00","17.000","237.000","3.800","25.100","0.720","1016.300","","0.000","-99.000","-99.000","-99.000","25.900","","20.100",""
"C0K480","2020-02-28 11:00:00","56.000","261.000","1.900","23.400","0.770","1012.300","","0.000","-99.000","-99.000","-99.000","24.000","","17.700",""
"C0H890","2020-02-28 11:00:00","440.000","12.000","0.700","24.100","0.490","967.800","","0.000","-99.000","-99.000","-99.000","24.100","","14.700",""
"C0S770","2020-02-28 11:00:00","375.000","131.000","0.900","23.000","0.730","977.100","","0.000","-99.000","-99.000","-99.000","23.000","","16.700",""
"C0X230","2020-02-28 11:00:00","29.000","339.000","2.800","24.700","0.650","1016.900","","0.000","-99.000","-99.000","-99.000","24.700","","17.200",""
"C0B010","2020-02-28 11:00:00","38.000","95.000","2.300","23.600","0.780","1012.300","","1.000","-99.000","-99.000","-99.000","23.600","","18.700",""
"C0R490","2020-02-28 11:00:00","49.000","297.000","0.700","25.600","0.620","1012.300","","0.000","-99.000","-99.000","-99.000","25.600","","19.900",""
"C0V440","2020-02-28 11:00:00","27.000","219.000","0.900","26.500","0.560","1015.000","","0.000","-99.000","-99.000","-99.000","26.500","","19.500",""
"C0SA40","2020-02-28 11:00:00","200.000","131.000","1.100","25.500","0.580","997.000","","0.000","-99.000","-99.000","-99.000","25.500","","14.700",""
"C0Z280","2020-02-28 11:00:00","224.000","299.000","0.500","24.300","0.570","995.100","","0.000","-99.000","-99.000","-99.000","24.300","","16.300",""
"C0Z070","2020-02-28 11:00:00","247.000","130.000","1.100","23.800","0.700","990.900","","0.000","-99.000","-99.000","-99.000","23.800","","16.300",""
"CM0180","2020-02-28 11:00:00","313.000","180.000","0.400","26.100","0.560","983.600","","0.000","-99.000","-99.000","-99.000","26.100","","17.100",""
"C0T9N0","2020-02-28 11:00:00","261.000","250.000","1.500","24.700","0.590","989.900","","0.000","-99.000","-99.000","-99.000","24.700","","15.200",""
"C0K470","2020-02-28 11:00:00","97.000","233.000","2.200","23.800","0.740","1007.600","","0.000","-99.000","-99.000","-99.000","24.300","","16.400",""
"C0R720","2020-02-28 11:00:00","214.000","28.000","3.100","23.900","0.780","995.300","","0.000","-99.000","-99.000","-99.000","23.900","","19.800",""
"C0V650","2020-02-28 11:00:00","28.000","342.000","2.800","25.300","0.640","1017.300","","0.000","-99.000","-99.000","-99.000","26.300","","19.100",""
"C0H9C0","2020-02-28 11:00:00","3402.000","6.000","0.700","9.600","0.410","679.000","","0.000","-99.000","-99.000","-99.000","10.400","","1.100",""
"C0U780","2020-02-28 11:00:00","15.000","358.000","0.300","19.600","0.990","1018.600","","6.500","-99.000","-99.000","-99.000","19.600","","17.700",""
"C0U760","2020-02-28 11:00:00","22.000","0.000","0.000","21.100","0.990","1018.600","","14.500","-99.000","-99.000","-99.000","21.100","","18.100",""
"C0X290","2020-02-28 11:00:00","10.000","356.000","3.800","22.700","0.780","1018.000","","0.000","-99.000","-99.000","-99.000","22.700","","19.000",""
"C0E830","2020-02-28 11:00:00","37.000","357.000","3.300","20.200","0.850","1015.100","","0.000","-99.000","-99.000","-99.000","21.400","","18.200",""
"C0K330","2020-02-28 11:00:00","38.000","297.000","0.800","25.000","0.610","1014.300","","0.000","-99.000","-99.000","-99.000","25.200","","17.600",""
"C0M660","2020-02-28 11:00:00","40.000","312.000","1.800","23.900","0.660","1015.000","","0.000","-99.000","-99.000","-99.000","23.900","","17.700",""
"C0D580","2020-02-28 11:00:00","120.000","288.000","0.300","21.500","0.810","1005.400","","0.000","-99.000","-99.000","-99.000","21.800","","16.300",""
"C0R640","2020-02-28 11:00:00","21.000","246.000","2.400","24.700","0.800","1017.200","","0.000","-99.000","-99.000","-99.000","24.700","","20.800",""
"C0E810","2020-02-28 11:00:00","53.000","348.000","3.200","19.800","0.910","1014.100","","0.000","-99.000","-99.000","-99.000","23.000","","17.700",""
"C0G830","2020-02-28 11:00:00","27.000","275.000","1.600","23.800","0.740","1014.800","","0.000","-99.000","-99.000","-99.000","23.800","","17.900",""
"C0G750","2020-02-28 11:00:00","31.000","298.000","1.400","24.100","0.690","1016.500","","0.000","-99.000","-99.000","-99.000","24.500","","17.800",""
"C0Z270","2020-02-28 11:00:00","343.000","60.000","1.600","21.800","0.770","980.800","","0.000","-99.000","-99.000","-99.000","22.700","","16.600",""
"C0UA30","2020-02-28 11:00:00","1397.000","97.000","1.500","16.300","0.980","865.500","","0.000","-99.000","-99.000","-99.000","17.800","","10.500",""
"C0I080","2020-02-28 11:00:00","536.000","357.000","0.800","25.100","0.500","960.300","","0.000","-99.000","-99.000","-99.000","25.100","","14.300",""
"C0UA00","2020-02-28 11:00:00","392.000","88.000","0.600","25.200","0.580","975.400","","0.000","-99.000","-99.000","-99.000","25.200","","13.600",""
"C0AD40","2020-02-28 11:00:00","32.000","116.000","0.900","24.700","0.600","1015.200","","0.000","-99.000","-99.000","-99.000","24.700","","17.800",""
"C0G900","2020-02-28 11:00:00","20.000","16.000","5.700","21.400","0.900","1016.000","","0.000","-99.000","-99.000","-99.000","23.200","","18.900",""
"C0S660","2020-02-28 11:00:00","794.000","38.000","1.200","21.800","0.620","932.100","","0.000","-99.000","-99.000","-99.000","21.800","","12.600",""
"C0M640","2020-02-28 11:00:00","155.000","294.000","1.000","23.900","0.680","1001.000","","0.000","-99.000","-99.000","-99.000","24.000","","17.400",""
"C0R660","2020-02-28 11:00:00","20.000","334.000","2.600","24.600","0.770","1017.000","","0.000","-99.000","-99.000","-99.000","24.600","","19.900",""
"C0UA10","2020-02-28 11:00:00","1711.000","211.000","0.500","17.300","1.000","836.200","","0.500","-99.000","-99.000","-99.000","17.500","","7.800",""
"C0V770","2020-02-28 11:00:00","26.000","345.000","0.700","26.200","0.590","1015.500","","0.000","-99.000","-99.000","-99.000","26.200","","19.200",""
"C0E730","2020-02-28 11:00:00","26.000","2.000","1.500","20.700","0.840","1015.100","","0.000","-99.000","-99.000","-99.000","21.700","","17.900",""
"C0V810","2020-02-28 11:00:00","32.000","289.000","1.700","24.600","-99.000","1014.000","","0.000","-99.000","-99.000","-99.000","24.600","","19.800",""
"C0A9C0","2020-02-28 11:00:00","35.000","179.000","1.600","24.200","0.710","1015.500","","0.000","-99.000","-99.000","-99.000","24.700","","20.500",""
"C0X310","2020-02-28 11:00:00","9.000","348.000","5.800","23.000","0.800","1018.800","","0.000","-99.000","-99.000","-99.000","23.000","","18.800",""
"C0K280","2020-02-28 11:00:00","23.000","328.000","1.400","25.400","0.680","1018.800","","0.000","-99.000","-99.000","-99.000","25.700","","16.900",""
"C0M650","2020-02-28 11:00:00","20.000","332.000","1.700","24.400","0.680","1017.100","","0.000","-99.000","-99.000","-99.000","24.400","","17.600",""
"C0S910","2020-02-28 11:00:00","212.000","96.000","1.200","23.100","0.990","996.700","","0.000","7.700","79.000","","24.000","","21.100",""
"C0D570","2020-02-28 11:00:00","15.000","358.000","1.900","20.700","0.880","1018.100","","0.000","-99.000","-99.000","-99.000","22.600","","18.100",""
"C0M710","2020-02-28 11:00:00","15.000","352.000","4.000","22.700","0.770","1017.700","","0.000","-99.000","-99.000","-99.000","22.700","","18.400",""
"C0V490","2020-02-28 11:00:00","20.000","351.000","1.400","24.900","0.640","1016.600","","0.000","-99.000","-99.000","-99.000","25.400","","20.600",""
"C0E870","2020-02-28 11:00:00","34.000","350.000","2.400","20.700","0.870","1017.300","","0.000","-99.000","-99.000","-99.000","22.200","","18.100",""
"C0M800","2020-02-28 11:00:00","440.000","269.000","1.300","24.300","0.560","968.800","","0.000","-99.000","-99.000","-99.000","24.300","","15.800",""
"C0A570","2020-02-28 11:00:00","360.000","78.000","1.700","21.700","0.790","978.200","","0.000","-99.000","-99.000","-99.000","21.800","","16.100",""
"C0S790","2020-02-28 11:00:00","236.000","82.000","0.700","24.800","0.650","994.300","","0.000","-99.000","-99.000","-99.000","24.800","","17.800",""
"C0D590","2020-02-28 11:00:00","143.000","30.000","1.800","20.300","0.890","1004.100","","0.000","-99.000","-99.000","-99.000","21.400","","17.100",""
"C0U990","2020-02-28 11:00:00","31.000","34.000","1.600","20.700","0.980","1017.100","","2.500","-99.000","-99.000","-99.000","20.700","","18.100",""
"C0M700","2020-02-28 11:00:00","150.000","256.000","0.500","24.800","0.660","1002.500","","0.000","-99.000","-99.000","-99.000","24.800","","16.900",""
"C0A970","2020-02-28 11:00:00","96.000","233.000","5.400","19.100","0.990","1009.300","","8.500","-99.000","-99.000","-99.000","19.700","","18.600",""
"CM0110","2020-02-28 11:00:00","7.000","20.000","3.400","22.100","0.750","1018.900","","-99.000","-99.000","-99.000","-99.000","23.300","","18.600",""
"C0S940","2020-02-28 11:00:00","150.000","198.000","1.000","27.000","0.720","1002.200","","0.000","-99.000","-99.000","-99.000","27.100","","19.000",""
"C0X250","2020-02-28 11:00:00","33.000","359.000","0.700","25.000","0.630","1015.200","","0.000","-99.000","-99.000","-99.000","25.000","","18.100",""
"C0K520","2020-02-28 11:00:00","10.000","329.000","2.100","23.500","0.750","1017.200","","0.000","-99.000","-99.000","-99.000","23.700","","17.600",""
"C0Z200","2020-02-28 11:00:00","153.000","52.000","1.500","24.200","0.630","1002.800","","0.000","-99.000","-99.000","-99.000","24.200","","15.000",""
"C0V740","2020-02-28 11:00:00","60.000","293.000","0.700","25.300","0.640","1012.600","","0.000","-99.000","-99.000","-99.000","25.300","","18.700",""
"C0V790","2020-02-28 11:00:00","410.000","216.000","2.600","24.600","0.560","971.100","","0.000","-99.000","-99.000","-99.000","24.600","","16.900",""
"C0G860","2020-02-28 11:00:00","45.000","265.000","2.400","24.200","0.670","1013.000","","0.000","-99.000","-99.000","-99.000","24.300","","18.900",""
"C0F0A0","2020-02-28 11:00:00","3587.000","44.000","2.600","5.700","0.570","665.600","","0.000","-99.000","-99.000","-99.000","6.900","","-1.800",""
"C0Z250","2020-02-28 11:00:00","1124.000","0.000","0.200","19.000","0.910","895.200","","0.000","-99.000","-99.000","-99.000","20.700","","11.700",""
"C0K440","2020-02-28 11:00:00","35.000","269.000","1.700","23.900","0.680","1015.300","","0.000","-99.000","-99.000","-99.000","24.200","","17.500",""
"C0T900","2020-02-28 11:00:00","160.000","130.000","1.000","25.700","0.560","999.700","","0.000","-99.000","-99.000","-99.000","25.700","","15.700",""
"C0F9V0","2020-02-28 11:00:00","525.000","287.000","3.800","22.600","0.750","960.100","","0.000","-99.000","-99.000","-99.000","22.600","","16.100",""
"C0UA20","2020-02-28 11:00:00","2619.000","244.000","0.800","11.900","0.520","-99.000","","0.000","-99.000","-99.000","-99.000","11.900","","4.100",""
"C0M850","2020-02-28 11:00:00","695.000","236.000","0.500","23.700","0.600","939.600","","0.000","-99.000","-99.000","-99.000","23.700","","15.100",""
"C0C620","2020-02-28 11:00:00","19.000","309.000","1.600","23.900","0.770","1015.700","","0.000","-99.000","-99.000","-99.000","25.400","","18.700",""
"C0I360","2020-02-28 11:00:00","300.000","261.000","3.400","23.500","0.620","983.300","","0.000","-99.000","-99.000","-99.000","23.500","","16.700",""
"C0M810","2020-02-28 11:00:00","1354.000","319.000","1.300","19.400","0.640","870.400","","0.000","-99.000","-99.000","-99.000","19.400","","11.800",""
"C0AC80","2020-02-28 11:00:00","40.000","0.000","0.100","24.200","0.700","1013.900","","0.000","-99.000","-99.000","-99.000","24.500","","19.100",""
"CM0140","2020-02-28 11:00:00","26.000","220.000","1.700","24.500","0.660","1017.400","","0.000","-99.000","-99.000","-99.000","24.600","","20.100",""
"C0SA20","2020-02-28 11:00:00","857.000","54.000","1.100","19.500","0.860","924.300","","0.000","-99.000","-99.000","-99.000","19.500","","14.200",""
"C0K490","2020-02-28 11:00:00","91.000","277.000","1.600","24.400","0.640","1008.200","","0.000","-99.000","-99.000","-99.000","24.400","","16.900",""
"C0V820","2020-02-28 11:00:00","441.000","199.000","2.700","25.000","0.560","970.500","","0.000","-99.000","-99.000","-99.000","25.300","","16.300",""
"C0S810","2020-02-28 11:00:00","65.000","148.000","0.600","26.500","0.670","1015.300","","0.000","-99.000","-99.000","-99.000","27.100","","18.300",""
"C0R580","2020-02-28 11:00:00","10.000","274.000","1.500","25.800","0.720","1017.300","","0.000","-99.000","-99.000","-99.000","25.800","","20.000",""
"C0Z330","2020-02-28 11:00:00","488.000","213.000","0.300","25.000","0.630","966.000","","0.000","-99.000","-99.000","-99.000","25.000","","15.300",""
"C0E590","2020-02-28 11:00:00","40.000","326.000","2.400","21.100","0.850","1014.200","","0.000","-99.000","-99.000","-99.000","22.600","","17.300",""
"C0D540","2020-02-28 11:00:00","227.000","291.000","0.500","23.000","0.720","994.000","","0.000","-99.000","-99.000","-99.000","23.500","","14.900",""
"C0K420","2020-02-28 11:00:00","42.000","265.000","1.200","23.800","0.650","1014.100","","0.000","-99.000","-99.000","-99.000","24.500","","17.700",""
"C0Z180","2020-02-28 11:00:00","34.000","144.000","1.800","25.200","0.620","1015.300","","0.000","-99.000","-99.000","-99.000","25.200","","17.600",""
"C0AD10","2020-02-28 11:00:00","27.000","257.000","1.000","21.900","0.840","1016.100","","0.000","-99.000","-99.000","-99.000","22.800","","18.100",""
"C0M720","2020-02-28 11:00:00","225.000","306.000","1.400","22.900","0.700","993.100","","0.000","-99.000","-99.000","-99.000","23.100","","17.300",""
"C0V450","2020-02-28 11:00:00","51.000","189.000","1.200","26.200","0.590","1012.500","","0.000","-99.000","-99.000","-99.000","26.200","","19.500",""
"C0R280","2020-02-28 11:00:00","242.000","65.000","1.900","22.500","0.850","991.900","","0.000","-99.000","-99.000","-99.000","22.600","","19.100",""
"C0E610","2020-02-28 11:00:00","850.000","236.000","0.500","20.200","0.700","924.600","","0.000","-99.000","-99.000","-99.000","20.200","","14.000",""
"C0V610","2020-02-28 11:00:00","22.000","59.000","1.500","25.200","0.660","1016.000","","0.000","-99.000","-99.000","-99.000","25.200","","19.000",""
"C0Z310","2020-02-28 11:00:00","59.000","193.000","1.500","25.500","0.720","1013.400","","0.500","-99.000","-99.000","-99.000","25.500","","18.300",""
"C0S700","2020-02-28 11:00:00","507.000","58.000","1.400","23.700","0.710","963.500","","0.000","-99.000","-99.000","-99.000","23.700","","15.700",""
"C0T9G0","2020-02-28 11:00:00","605.000","209.000","0.600","22.800","0.720","953.100","","0.000","-99.000","-99.000","-99.000","22.800","","15.900",""
"C0U520","2020-02-28 11:00:00","517.000","0.000","0.100","19.500","0.990","963.200","","3.000","-99.000","-99.000","-99.000","20.000","","15.500",""
"C0E750","2020-02-28 11:00:00","62.000","6.000","1.600","21.000","0.820","1010.900","","0.000","-99.000","-99.000","-99.000","22.700","","18.300",""
"C0G660","2020-02-28 11:00:00","27.000","277.000","1.200","24.400","0.690","1017.500","","0.000","-99.000","-99.000","-99.000","24.800","","18.000",""
"C0W140","2020-02-28 11:00:00","21.000","32.000","2.800","19.900","0.650","1019.000","","0.000","-99.000","-99.000","-99.000","20.000","","16.100",""
"C0U720","2020-02-28 11:00:00","1260.000","60.000","2.500","18.900","0.880","891.900","","0.000","-99.000","-99.000","-99.000","18.900","","10.700",""
"C0R690","2020-02-28 11:00:00","248.000","62.000","1.700","23.000","0.820","990.400","","0.000","-99.000","-99.000","-99.000","24.100","","19.300",""
"C0X150","2020-02-28 11:00:00","18.000","7.000","2.800","25.000","0.680","1018.300","","0.000","-99.000","-99.000","-99.000","25.000","","18.600",""
"C0Z050","2020-02-28 11:00:00","830.000","0.000","0.200","21.200","0.620","928.300","","0.000","-99.000","-99.000","-99.000","21.200","","13.300",""
"C0I490","2020-02-28 11:00:00","1601.000","249.000","3.400","21.400","0.450","846.100","","0.000","-99.000","-99.000","-99.000","21.400","","11.900",""
"C0I090","2020-02-28 11:00:00","910.000","346.000","1.200","19.400","0.830","918.000","","0.000","-99.000","-99.000","-99.000","20.100","","14.300",""
